PRODUCT_ID,PRODUCT_CATEGORY_ID,SUPPLIER_ID,PRODUCT_NAME,PRODUCT_DESCRIPTION,PRODUCT_PRICE,PRODUCT_QTY_AVAILABLE
3000610,38,2000079,Bloom Sky Vertical Garden Kit,The ultimate kitchen companion for spiralizing enthusiasts.  Professional-grade blades handle even the toughest vegetables with ease.,91,73
3000884,30,2000398,Precision Blender,"Boil water to the perfect temperature with this smart kettle.  Control temperature from your phone for precise brewing of tea, coffee, or baby formula.",34,21
3000934,36,2000952,Stack & Store Lunch Box Set,Stylish and leak-proof glass food containers for storing food or meal prep. Safe for reheating in the,98,26
3000604,32,2000057,Stack & Store Food Containers (Glass),The ultimate kitchen companion for spiralizing enthusiasts.  Professional-grade blades handle even the toughest vegetables with ease.,11,60
3000912,39,2000057,Chop & Dice Pro Food Processor,"Powerful blender that pulverizes ingredients for smoothies, soups, and more. Perfect for creating healthy and delicious meals.",22,41
3000262,11,2000594,Phoenix Tank Top,"Pamper your feet with these ultra-soft, cushioned socks. Available in a variety of fun colors and patterns.",54,76
3000838,31,2000891,Stack & Store Bakeware Set,"Create healthy and fun veggie noodles with this easy-to-use spiralizer. Perfect for zucchini noodles, sweet potato fries, and more.",90,90
3000108,15,2000379,Daydream Denim Jacket,Water-resistant cargo pants with built-in phone pocket and hidden tech compartments. Stay stylish and organized.,75,39
3000383,34,2000832,Precision Blender,"Powerful food processor with a larger capacity and additional attachments for grating, shredding, and emulsifying. Effortlessly prepare ingredients for any recipe.",43,79
3000537,25,2000652,AirVue Air Purifier,"Advanced smartwatch with built-in GPS, health monitoring, contactless payment, and advanced fitness tracking. Stay connected, on track, and informed with a sleek and sophisticated design.",8,42
3000417,13,2000891,Traverse Hiking Boots,Breathable and moisture-wicking tank top for your toughest workouts. Rise from any challenge in style.,93,30
3000361,24,2000154,Vue 360° Security Camera,"All-in-one smartwatch with fitness tracking, notifications, GPS, and contactless payment. Stay connected and on track.",16,33
3000399,24,2000871,Snap+ Wireless Charger Pad (Dual),"Blast your tunes worry-free with this waterproof and dustproof portable speaker. Perfect for pool parties, beach adventures, or any outdoor activity.",15,9
3000587,35,2000063,Sous Vide Precision Cooker Wifi,"Effortlessly chop, slice, and puree ingredients with this powerful food processor. Saves time and makes cooking a breeze.",97,72
3000184,28,2000046,Amplify Max+ Noise-Canceling Earbuds,"Stylish and sleek fitness tracker that monitors steps, heart rate, and sleep. Stay motivated on your fitness journey.",55,17
3000025,24,2000856,Beam Projector,"Next-level virtual reality experience with enhanced graphics, haptic feedback, and realistic movement tracking. Explore virtual worlds with unparalleled immersion.",64,95
3000984,11,2000063,Sunrise Shift Dress,Flowy maxi dress with a dreamy floral print. Effortlessly chic for any occasion.,13,30
3000990,35,2000520,Bloom Herb Garden Kit,"Create healthy and fun veggie noodles with this easy-to-use spiralizer. Perfect for zucchini noodles, sweet potato fries, and more.",48,62
3000669,13,2000165,Sunset Joggers,Classic denim jacket with a relaxed fit and soft touch. Layer over any outfit for timeless style.,71,90
3000104,38,2000845,Spiral Pro Vegetable Spiralizer,Stylish and leak-proof glass food containers for storing food or meal prep. Safe for reheating in the,6,80
3000833,29,2000379,Vue 360° Security Camera (Indoor),"Capture and print photos instantly with this easy-to-use digital camera. Fun for parties, events, or everyday memories.",51,59
3000242,23,2000833,Vue 360° Outdoor Security Camera,"Capture breathtaking aerial footage and explore further with this advanced drone. Featuring longer range, obstacle avoidance, and professional-grade camera capabilities.",84,68
3000943,21,2000968,Amplify Noise-Canceling Earbuds,"Advanced smartwatch with built-in GPS, health monitoring, contactless payment, and advanced fitness tracking. Stay connected, on track, and informed with a sleek and sophisticated design.",30,15
3000939,39,2000153,Stack & Store Bakeware Set,"Track your weight, body fat, and muscle mass with this smart scale and its accompanying app. Stay motivated and reach your health goals.",55,89
3000577,36,2000165,Bloom XL Herb Garden Kit,Leak-proof and insulated lunch box set with multiple compartments. Keeps food fresh and organized for work or school lunches.,54,55
3000925,22,2000320,Groove Max+ Portable Speaker (Waterproof),Immerse yourself in your music with these noise-cancelling earbuds. Crystal-clear sound and long-lasting battery life.,38,96
3000607,35,2000057,Sous Vide Precision Cooker Wifi,Start your day right with this programmable coffee maker. Brews delicious coffee with ease and keeps it hot for hours.,78,26
3000614,29,2000287,Snap Instant Camera,"Capture life's moments in an instant with this portable, retro-inspired camera. Prints on-the-go for instant memories.",65,17
3000488,28,2000120,Beam Projector,Compact and portable instant camera for capturing memories on the go. Easy to use and perfect for capturing life's spontaneous moments.,93,84
3000976,34,2000871,Precision Immersion Blender,Leak-proof and stackable food containers for on-the-go meals or meal prep. Keeps food fresh and organized.,11,99
3000259,35,2000192,Precision Hand Blender,"Create healthy and fun veggie noodles with this easy-to-use spiralizer. Perfect for zucchini noodles, sweet potato fries, and more.",21,26
3000606,30,2000165,Sous Vide Precision Cooker,"Boil water to the perfect temperature with this smart kettle.  Control temperature from your phone for precise brewing of tea, coffee, or baby formula.",81,34
3000480,20,2000341,Amplify Max+ Noise-Canceling Earbuds,"Compact and portable projector for on-the-go entertainment. Perfect for presentations, movie nights, or gaming anywhere.",29,52
3000007,25,2000871,Snap Wireless Charger,"Capture breathtaking aerial footage and explore further with this advanced drone. Featuring longer range, obstacle avoidance, and professional-grade camera capabilities.",55,60
3000086,24,2000161,Drone Xplorer Pro,"Breathe easy with this air purifier that removes dust, allergens, and odors from your home. Enjoy cleaner air and improved well-being.",7,59
3000406,35,2000188,Morning Brew Coffee Maker,"Preserve the freshness and flavor of your food with this powerful vacuum sealer. Perfect for sous vide cooking, meal prep, and long-term food storage.",31,38
3000228,12,2000192,Tech-Fit T-Shirt,Super soft pajama set with a fun and cozy print. Perfect for a restful night's sleep.,75,76
3000974,31,2000704,Morning Brew Coffee Maker,"Powerful food processor with a larger capacity and additional attachments for grating, shredding, and emulsifying. Effortlessly prepare ingredients for any recipe.",10,90
3000076,12,2000320,Starlight Puffer Jacket,Effortless one-piece jumpsuit with a vibrant sunrise print. Chic and comfortable for warm weather days.,57,70
3000877,34,2000832,Stack & Store Bakeware Set,"Cutlery set with razor-sharp, stainless steel blades for effortless slicing and dicing.  Elegant design complements any kitchen.",33,16
3000191,21,2000790,Pulse Fitness Tracker,"Keep an eye on your property with this weatherproof 360° security camera. Live stream footage, receive alerts, and deter potential intruders.",84,69
3000993,27,2000856,Amplify Max Noise-Canceling Headphones,Keep an eye on your home with this 360° security camera. Live stream footage and receive alerts for peace of mind.,76,59
3000346,20,2000835,VR Odyssey Headset Pro,Charge your phone in style with this convenient wireless charging stand. Simply place your phone down to power up with a sleek and modern design.,9,47
3000443,33,2000063,Sous Vide Precision Cooker Pro,"Add julienne functionality to your existing spiralizer. Create julienne vegetables for stir-fries, salads, and more.",70,28
3000893,39,2000287,Spiralizer Julienne Attachment,"Powerful and versatile immersion blender for effortless blending, pureeing, and emulsifying directly in your pot or bowl. Perfect for soups, sauces, and baby food.",86,51
3000643,12,2000544,Starlight Puffer Jacket,Breathable and moisture-wicking tank top with a mesh back for maximum ventilation. Stay cool and comfortable during your toughest workouts.,25,45
3000907,26,2000057,Beam Mini Projector,Immerse yourself in your music with these noise-cancelling earbuds. Crystal-clear sound and long-lasting battery life.,68,78
3000858,21,2000188,Click+ Instant Camera,Mount your phone securely and charge it wirelessly with this convenient car charger. Enjoy hands-free navigation and music streaming on the go.,39,17
3000668,21,2000192,Snap Instant Camera,Charge your phone in style with this convenient wireless charging stand. Simply place your phone down to power up with a sleek and modern design.,21,76
3000253,27,2000123,Drone Xplorer,"Keep an eye on your property with this weatherproof 360° security camera. Live stream footage, receive alerts, and deter potential intruders.",76,76
3000458,12,2000287,Tech-Fit Leggings,"Pamper your feet with these ultra-soft, cushioned socks. Available in a variety of fun colors and patterns.",57,14
3000683,20,2000165,Snap Instant Camera,Mount your phone securely and charge it wirelessly with this convenient car charger. Enjoy hands-free navigation and music streaming on the go.,39,31
3000144,23,2000704,Click+ Instant Camera,Charge your phone wirelessly with this sleek and convenient charging pad.  Simply place your phone down and power up.,5,81
3000341,31,2000845,Morning Brew Coffee Maker,"Powerful food processor with multiple attachments for chopping, slicing, shredding, and kneading. Effortlessly prepare all your ingredients for delicious meals.",45,70
3000875,37,2000520,Precision Hand Blender,"Boil water to the perfect temperature with this smart kettle.  Control temperature from your phone for precise brewing of tea, coffee, or baby formula.",77,69
3000582,32,2000280,Smart Air Fryer with Recipe App,"Powerful and versatile immersion blender for effortless blending, pureeing, and emulsifying directly in your pot or bowl. Perfect for soups, sauces, and baby food.",88,33
3000319,35,2000659,Spiral Pro Vegetable Spiralizer,"Powerful food processor with a larger capacity and additional attachments for grating, shredding, and emulsifying. Effortlessly prepare ingredients for any recipe.",4,37
3000828,37,2000544,Stack & Store Bakeware Set,Stylish and leak-proof glass food containers for storing food or meal prep. Safe for reheating in the,76,73
3000220,31,2000398,Bloom XL Herb Garden Kit,"Powerful and versatile immersion blender for effortless blending, pureeing, and emulsifying directly in your pot or bowl. Perfect for soups, sauces, and baby food.",24,12
3000300,22,2000326,Vue 360° Outdoor Security Camera,"Keep an eye on your property with this weatherproof 360° security camera. Live stream footage, receive alerts, and deter potential intruders.",56,71
3000467,21,2000002,Vue 360° Outdoor Security Camera,Explore the world from above with this easy-to-fly drone. Capture stunning aerial photos and videos.,50,42
3000529,22,2000544,Click Instant Camera,Charge your phone wirelessly with this sleek and convenient charging pad.  Simply place your phone down and power up.,12,10
3000371,13,2000455,Starlight Puffer Jacket,Warm and stylish puffer jacket with a subtle star pattern. Perfect for adding a touch of wintery charm to your outfit.,76,9
3000366,15,2000320,Night Owl Robe,Super soft pajama set with a fun and cozy print. Perfect for a restful night's sleep.,23,31
3000150,31,2000594,Smart Air Fryer with Recipe App,The ultimate kitchen companion for spiralizing enthusiasts.  Professional-grade blades handle even the toughest vegetables with ease.,23,85
3000246,21,2000188,Beam Pro+ Projector,"Keep an eye on your property with this weatherproof 360° security camera. Live stream footage, receive alerts, and deter potential intruders.",61,49
3000954,21,2000633,Snap Wireless Charger,Charge two devices wirelessly at once with this convenient charging pad. Perfect for keeping your phone and other Qi-enabled devices powered up.,47,76
3000284,27,2000137,Drone Xplorer,"Blast your tunes louder and clearer with this powerful portable Bluetooth speaker. Perfect for parties, outdoor adventures, or anywhere you need big sound.",53,21
3000698,22,2000856,Snap Instant Camera,"Capture breathtaking aerial footage and explore further with this advanced drone. Featuring longer range, obstacle avoidance, and professional-grade camera capabilities.",56,34
3000654,22,2000248,AirVue Air Purifier,Charge your phone wirelessly with this sleek and convenient charging pad.  Simply place your phone down and power up.,51,62
3000384,14,2000002,Cozy Socks (3-pack),Comfy and stylish joggers with tapered legs and reflective details. Be seen and feel amazing during your evening run.,59,95
3000413,36,2000835,Precision Knife Sharpener,Leak-proof and insulated lunch box set with multiple compartments. Keeps food fresh and organized for work or school lunches.,98,49
3000290,13,2000320,Traverse Hiking Boots,Ultra-lightweight and water-resistant windbreaker that folds into a compact pouch for easy carrying. Be prepared for unexpected showers on the go.,35,27
3000453,36,2000594,Fizz & Sparkle Soda Maker,"Track your weight, body fat, and muscle mass with this smart scale and its accompanying app. Stay motivated and reach your health goals.",45,86
3000866,12,2000123,Cargo Convertible Pants (Shorts),Ultra-soft fleece hoodie with vibrant sunrise graphic. Perfect for cozy mornings.,15,9
3000190,30,2000379,Precision Hand Blender,"Powerful and versatile hand blender for effortless blending, pureeing, and whipping. Perfect for soups, smoothies, dips, and more.",81,17
3000651,20,2000341,Pulse Max Smartwatch,"Blast your tunes worry-free with this waterproof and dustproof portable speaker. Perfect for pool parties, beach adventures, or any outdoor activity.",42,52
3000106,29,2000188,Drone Xplorer Pro,"Turn any wall into a giant screen with this portable projector. Perfect for movie nights, presentations, or gaming.",86,56
3000089,13,2000716,Traverse Rain Jacket,Flowy maxi dress with a dreamy floral print. Effortlessly chic for any occasion.,47,93
3000041,39,2000520,Slice & Serve Knife Set,"Powerful blender that pulverizes ingredients for smoothies, soups, and more. Perfect for creating healthy and delicious meals.",34,91
3000957,25,2000897,Groove Max Portable Speaker,Compact and portable instant camera for capturing memories on the go. Easy to use and perfect for capturing life's spontaneous moments.,97,21
3000430,24,2000652,Vue 360° Outdoor Security Camera,Mount your phone securely and charge it wirelessly with this convenient car charger. Enjoy hands-free navigation and music streaming on the go.,10,69
3000291,28,2000137,VR Odyssey Headset Pro,"Advanced smartwatch with built-in GPS, health monitoring, contactless payment, and advanced fitness tracking. Stay connected, on track, and informed with a sleek and sophisticated design.",13,65
3000628,24,2000832,Drone Xplorer,Charge your phone in style with this convenient wireless charging stand. Simply place your phone down to power up with a sleek and modern design.,54,55
3000226,12,2000137,Traverse Hiking Boots,Soft and comfortable sweatpants with a relaxed fit. Perfect for lounging at home or running errands in style.,87,98
3000197,23,2000224,Snap Wireless Charger (Car),"Next-level virtual reality experience with enhanced graphics, haptic feedback, and realistic movement tracking. Explore virtual worlds with unparalleled immersion.",5,12
3000414,23,2000871,Groove Portable Speaker,Blast your tunes anywhere with this waterproof and portable Bluetooth speaker. Big sound in a small package.,98,91
3000836,32,2000594,Spiralizer Julienne Attachment,Stylish and leak-proof glass food containers for storing food or meal prep. Safe for reheating in the,27,39
3000251,31,2000137,Precision Blender,"Powerful and versatile immersion blender for effortless blending, pureeing, and emulsifying directly in your pot or bowl. Perfect for soups, sauces, and baby food.",13,44
3000545,39,2000379,Smart Air Fryer with Recipe App,Leak-proof and insulated lunch box set with multiple compartments. Keeps food fresh and organized for work or school lunches.,92,27
3000840,38,2000968,Spiral Pro Max Vegetable Spiralizer,Leak-proof and insulated lunch box set with multiple compartments. Keeps food fresh and organized for work or school lunches.,6,17
3000709,13,2000897,Sunset Joggers,Breathable and moisture-wicking tank top with a mesh back for maximum ventilation. Stay cool and comfortable during your toughest workouts.,41,92
3000283,37,2000002,Smart Kettle with Temperature Control,Grill like a pro with this innovative smart grill. Control temperature and monitor cooking progress right from your phone for perfectly cooked food every time.,85,30
3000101,21,2000192,Pulse Fitness Tracker,"All-in-one smartwatch with fitness tracking, notifications, GPS, and contactless payment. Stay connected and on track.",74,82
3000028,24,2000137,Amplify Max+ Noise-Canceling Earbuds,Charge your phone in style with this convenient wireless charging stand. Simply place your phone down to power up with a sleek and modern design.,33,27
3000477,34,2000046,Slice & Serve Knife Set,"Track your weight, body fat, and muscle mass with this smart scale and its accompanying app. Stay motivated and reach your health goals.",25,16
3000342,11,2000192,Daydream Sleep Shorts,Versatile shorts that convert to pants with a zip-on leg. Perfect for travel with multiple outfit options in one.,5,85
3000217,36,2000188,Chop & Dice Pro Food Processor,Stylish and leak-proof glass food containers for storing food or meal prep. Safe for reheating in the,78,53
3000349,27,2000120,Drone Xplorer,"Next-level virtual reality experience with enhanced graphics, haptic feedback, and realistic movement tracking. Explore virtual worlds with unparalleled immersion.",23,27
3000357,13,2000165,Tech-Fit T-Shirt,Luxuriously soft and lightweight kimono robe for ultimate relaxation. Perfect for lounging at home or pampering yourself at the spa.,37,55
3000845,28,2000891,Click+ Instant Camera (Mini),Experience unparalleled noise cancellation and immersive sound with these top-of-the-line earbuds. Crystal clear audio and exceptional battery life for long listening sessions.,8,6
3000507,30,2000455,Precision Hand Blender,"Expand your herb garden with this larger kit. Includes multiple pots, soil, and a variety of herb seeds. Grow fresh flavors year-round.",21,56
3000797,22,2000161,Beam Pro+ Projector,Monitor the inside of your home with this discreet 360° security camera. Live stream footage and receive alerts for peace of mind.,28,31
3000729,21,2000594,Snap Wireless Charger,Compact and portable instant camera for capturing memories on the go. Easy to use and perfect for capturing life's spontaneous moments.,38,62
3000678,32,2000763,Precision Immersion Blender,"Expand your herb garden with this larger kit. Includes multiple pots, soil, and a variety of herb seeds. Grow fresh flavors year-round.",1,41
3000428,29,2000280,Beam Mini Projector,"All-in-one smartwatch with fitness tracking, notifications, GPS, and contactless payment. Stay connected and on track.",57,92
3000732,35,2000790,Bloom XL Herb Garden Kit,"Space-saving and nesting bakeware set for all your baking needs. Includes cake pans, loaf pans, and baking sheets for delicious creations.",8,59
3000174,34,2000248,Sous Vide Vacuum Sealer,"Grow fresh herbs all year round with this easy-to-use kit. Includes seeds, soil, and a stylish planter.",12,28
3000127,32,2000165,Spiralizer Julienne Attachment,"Add julienne functionality to your existing spiralizer. Create julienne vegetables for stir-fries, salads, and more.",73,67
3000324,21,2000057,Vue 360° Outdoor Security Camera,Monitor the inside of your home with this discreet 360° security camera. Live stream footage and receive alerts for peace of mind.,9,92
3000615,22,2000161,Snap Wireless Charger,Monitor the inside of your home with this discreet 360° security camera. Live stream footage and receive alerts for peace of mind.,14,18
3000823,22,2000046,Click+ Instant Camera,Blast your tunes anywhere with this waterproof and portable Bluetooth speaker. Big sound in a small package.,52,30
3000639,26,2000154,Drone Xplorer Pro,Charge your phone wirelessly with this sleek and convenient charging pad.  Simply place your phone down and power up.,58,99
3000552,31,2000835,Bloom Herb Garden Kit,"Powerful food processor with a larger capacity and additional attachments for grating, shredding, and emulsifying. Effortlessly prepare ingredients for any recipe.",10,40
3000002,21,2000968,Vue 360° Security Camera,Experience unparalleled noise cancellation and immersive sound with these top-of-the-line earbuds. Crystal clear audio and exceptional battery life for long listening sessions.,93,43
3000851,12,2000153,Night Owl Slippers,Cozy and warm robe with a luxurious feel. Perfect for chilly mornings or evenings.,84,38
3000128,15,2000224,Daydream Sleep Shorts,Flowy maxi dress with a dreamy floral print. Effortlessly chic for any occasion.,38,23
3000425,39,2000205,Spiralizer Vegetable Cutter,"Powerful blender that pulverizes ingredients for smoothies, soups, and more. Perfect for creating healthy and delicious meals.",7,81
3000666,27,2000897,Pulse Fitness Tracker,Compact and portable instant camera for capturing memories on the go. Easy to use and perfect for capturing life's spontaneous moments.,10,82
3000948,36,2000120,Chop & Dice Food Processor,"Track your weight, body fat, and muscle mass with this smart scale and its accompanying app. Stay motivated and reach your health goals.",7,78
3000947,23,2000833,AirVue Air Purifier,Explore the world from above with this easy-to-fly drone. Capture stunning aerial photos and videos.,16,40
3000680,21,2000161,Drone Xplorer Pro,"Breathe easy with this air purifier that removes dust, allergens, and odors from your home. Enjoy cleaner air and improved well-being.",8,70
3000829,20,2000287,Pulse+ Smartwatch,Blast your tunes anywhere with this waterproof and portable Bluetooth speaker. Big sound in a small package.,95,43
3000178,33,2000897,Bloom Herb Garden Kit,Start your day right with this programmable coffee maker. Brews delicious coffee with ease and keeps it hot for hours.,34,30
3000062,20,2000544,Click+ Instant Camera (Mini),"Keep an eye on your property with this weatherproof 360° security camera. Live stream footage, receive alerts, and deter potential intruders.",53,97
3000212,32,2000845,Sous Vide Precision Cooker Pro,Stylish and leak-proof glass food containers for storing food or meal prep. Safe for reheating in the,79,86
3000889,31,2000968,Smart Air Fryer with Recipe App,The ultimate kitchen companion for spiralizing enthusiasts.  Professional-grade blades handle even the toughest vegetables with ease.,21,95
3000736,33,2000154,Sous Vide Vacuum Sealer,"Advanced spiralizer with interchangeable blades for endless possibilities. Create veggie noodles, ribbons, and more.",9,64
3000317,13,2000079,Zen Sweatpants,Comfy and stylish joggers with tapered legs and reflective details. Be seen and feel amazing during your evening run.,10,53
3000236,37,2000704,Stack & Store Food Containers (Glass),"Powerful food processor with a larger capacity and additional attachments for grating, shredding, and emulsifying. Effortlessly prepare ingredients for any recipe.",28,39
3000247,30,2000589,Slice & Serve Knife Set,Grill like a pro with this innovative smart grill. Control temperature and monitor cooking progress right from your phone for perfectly cooked food every time.,37,97
3000927,23,2000165,Beam Pro Projector,Monitor the inside of your home with this discreet 360° security camera. Live stream footage and receive alerts for peace of mind.,70,32
3000479,20,2000153,Groove Max Portable Speaker,Experience complete immersion with these powerful noise-canceling headphones. Premium sound quality and long battery life for uninterrupted audio bliss.,49,39
3000748,28,2000845,Snap Wireless Charger (Car),"Blast your tunes worry-free with this waterproof and dustproof portable speaker. Perfect for pool parties, beach adventures, or any outdoor activity.",47,80
3000075,38,2000398,Sous Vide Precision Cooker,Advanced sous vide cooker with Wi-Fi connectivity and voice control. Monitor cooking progress with ease and achieve perfectly cooked meals using voice commands.,8,6
3000965,32,2000002,Chop & Dice Pro Plus Food Processor,Craft your own sparkling water at home with this fun and easy-to-use soda maker. Add a splash of flavor for a refreshing beverage.,13,24
3000297,36,2000633,Bloom Sky Vertical Garden Kit,Enjoy healthier fried food with this smart air fryer.  Control settings and access recipe inspiration from your phone for effortless cooking.,48,80
3000682,14,2000287,Traverse Hiking Boots,Lightweight and water-resistant windbreaker for all your adventures. Packs down small for easy carrying.,34,63
3000727,35,2000455,Spiralizer Vegetable Cutter,"Track your weight, body fat, and muscle mass with this smart scale and its accompanying app. Stay motivated and reach your health goals.",55,94
3000735,35,2000652,Precision Blender,Grow fresh herbs vertically with this innovative wall-mounted herb garden kit. Maximize space and enjoy fresh flavors all year round.,39,23
3000985,30,2000398,Bloom Wall Herb Garden Kit,"Powerful food processor with multiple attachments for chopping, slicing, shredding, and kneading. Effortlessly prepare all your ingredients for delicious meals.",78,56
3000598,26,2000379,Click Instant Camera,"Compact and portable projector for on-the-go entertainment. Perfect for presentations, movie nights, or gaming anywhere.",60,38
3000147,21,2000625,Groove Portable Speaker,"Capture and print photos instantly with this easy-to-use digital camera. Fun for parties, events, or everyday memories.",73,44
3000902,22,2000790,Vue 360° Security Camera (Indoor),Explore the world from above with this easy-to-fly drone. Capture stunning aerial photos and videos.,91,46
3000894,37,2000154,Sous Vide Precision Cooker Wifi,"Advanced spiralizer with interchangeable blades for endless possibilities. Create veggie noodles, ribbons, and more.",97,81
3000122,39,2000455,Sous Vide Precision Cooker Wifi,"Space-saving and nesting bakeware set for all your baking needs. Includes cake pans, loaf pans, and baking sheets for delicious creations.",77,43
3000059,20,2000326,Snap Instant Camera,Mount your phone securely and charge it wirelessly with this convenient car charger. Enjoy hands-free navigation and music streaming on the go.,96,55
3000741,34,2000161,Precision Knife Sharpener,"Cutlery set with razor-sharp, stainless steel blades for effortless slicing and dicing.  Elegant design complements any kitchen.",63,54
3000915,36,2000063,Precision Blender,"Add julienne functionality to your existing spiralizer. Create julienne vegetables for stir-fries, salads, and more.",16,56
3000053,39,2000154,Sous Vide Precision Cooker Pro,"Track your weight, body fat, and muscle mass with this smart scale and its accompanying app. Stay motivated and reach your health goals.",94,75
3000660,21,2000704,Beam Mini Projector,"Capture and print photos instantly with this easy-to-use digital camera. Fun for parties, events, or everyday memories.",71,28
3000975,36,2000716,Chop & Dice Pro Food Processor,"Powerful and versatile hand blender for effortless blending, pureeing, and whipping. Perfect for soups, smoothies, dips, and more.",94,100
3000358,27,2000192,Snap Instant Camera,"Compact and portable projector for on-the-go entertainment. Perfect for presentations, movie nights, or gaming anywhere.",95,70
3000079,30,2000891,Bloom Herb Garden Kit,"Cutlery set with razor-sharp, stainless steel blades for effortless slicing and dicing.  Elegant design complements any kitchen.",50,34
3000936,21,2000079,Snap+ Wireless Charger Stand,"Blast your tunes worry-free with this waterproof and dustproof portable speaker. Perfect for pool parties, beach adventures, or any outdoor activity.",61,94
3000054,30,2000280,Stack & Store Food Containers,Stylish and leak-proof glass food containers for storing food or meal prep. Safe for reheating in the,60,82
3000846,21,2000716,Snap Wireless Charger,"Capture and print photos instantly with this easy-to-use digital camera. Fun for parties, events, or everyday memories.",22,79
3000971,31,2000520,Morning Brew Coffee Maker,"Powerful and versatile immersion blender for effortless blending, pureeing, and emulsifying directly in your pot or bowl. Perfect for soups, sauces, and baby food.",21,79
3000779,26,2000856,Snap+ Wireless Charger Stand,Immerse yourself in your music with these noise-cancelling earbuds. Crystal-clear sound and long-lasting battery life.,51,42
3000652,31,2000150,Fizz & Sparkle Soda Maker,Grow fresh herbs vertically with this innovative wall-mounted herb garden kit. Maximize space and enjoy fresh flavors all year round.,35,40
3000068,27,2000716,Drone Xplorer,Charge your phone in style with this convenient wireless charging stand. Simply place your phone down to power up with a sleek and modern design.,52,21
